Category,Type,Character1,Pinyin1,Frequency1,Character2,Pinyin2,Frequency2,Difficulty,Notes
Initial,g-zh,跟,gen1,115,贞,zhen1,4,Hard,Alternating: 跟跟贞跟贞贞 (gen1-gen1-zhen1-gen1-zhen1-zhen1)
Initial,sh-y,十,shi2,59,姨,yi2,60,Hard,Alternating: 十十姨十姨姨 (shi2-shi2-yi2-shi2-yi2-yi2)
Initial,b-j,冰,bing1,10,睛,jing1,109,Hard,Alternating: 冰冰睛冰睛睛 (bing1-bing1-jing1-bing1-jing1-jing1)
Initial,l-zh,朗,lang3,8,长,zhang3,111,Hard,Alternating: 朗朗长朗长长 (lang3-lang3-zhang3-lang3-zhang3-zhang3)
Initial,s-zh,嗓,sang3,8,长,zhang3,111,Hard,Alternating: 嗓嗓长嗓长长 (sang3-sang3-zhang3-sang3-zhang3-zhang3)
Initial,j-sh,继,ji4,17,室,shi4,101,Hard,Alternating: 继继室继室室 (ji4-ji4-shi4-ji4-shi4-shi4)
Initial,r-zh,入,ru4,8,住,zhu4,110,Hard,Alternating: 入入住入住住 (ru4-ru4-zhu4-ru4-zhu4-zhu4)
Initial,s-zh,速,su4,8,住,zhu4,110,Hard,Alternating: 速速住速住住 (su4-su4-zhu4-su4-zhu4-zhu4)
Initial,sh-zh,竖,shu4,8,住,zhu4,110,Hard,Alternating: 竖竖住竖住住 (shu4-shu4-zhu4-shu4-zhu4-zhu4)
Initial,w-zh,雾,wu4,8,住,zhu4,110,Hard,Alternating: 雾雾住雾住住 (wu4-wu4-zhu4-wu4-zhu4-zhu4)
Initial,k-l,口,kou3,113,搂,lou3,5,Hard,Alternating: 口口搂口搂搂 (kou3-kou3-lou3-kou3-lou3-lou3)
Initial,b-g,抱,bao4,14,告,gao4,104,Hard,Alternating: 抱抱告抱告告 (bao4-bao4-gao4-bao4-gao4-gao4)
Initial,g-m,告,gao4,104,帽,mao4,14,Hard,Alternating: 告告帽告帽帽 (gao4-gao4-mao4-gao4-mao4-mao4)
Initial,m-zh,慢,man4,19,站,zhan4,99,Hard,Alternating: 慢慢站慢站站 (man4-man4-zhan4-man4-zhan4-zhan4)
Initial,sh-zh,扇,shan4,19,站,zhan4,99,Hard,Alternating: 扇扇站扇站站 (shan4-shan4-zhan4-shan4-zhan4-zhan4)
Initial,h-z,获,huo4,3,做,zuo4,115,Hard,Alternating: 获获做获做做 (huo4-huo4-zuo4-huo4-zuo4-zuo4)
Initial,r-z,弱,ruo4,3,做,zuo4,115,Hard,Alternating: 弱弱做弱做做 (ruo4-ruo4-zuo4-ruo4-zuo4-zuo4)
Initial,t-z,唾,tuo4,3,做,zuo4,115,Hard,Alternating: 唾唾做唾做做 (tuo4-tuo4-zuo4-tuo4-zuo4-zuo4)
Initial,h-sh,乎,hu1,74,书,shu1,44,Hard,Alternating: 乎乎书乎书书 (hu1-hu1-shu1-hu1-shu1-shu1)
Initial,g-w,跟,gen1,115,温,wen1,3,Hard,Alternating: 跟跟温跟温温 (gen1-gen1-wen1-gen1-wen1-wen1)
Initial,j-x,较,jiao4,2,笑,xiao4,116,Hard,Alternating: 较较笑较笑笑 (jiao4-jiao4-xiao4-jiao4-xiao4-xiao4)
Initial,l-x,料,liao4,2,笑,xiao4,116,Hard,Alternating: 料料笑料笑笑 (liao4-liao4-xiao4-liao4-xiao4-xiao4)
Initial,h-w,黑,hei1,91,微,wei1,27,Hard,Alternating: 黑黑微黑微微 (hei1-hei1-wei1-hei1-wei1-wei1)
Initial,p-x,平,ping2,57,形,xing2,61,Hard,Alternating: 平平形平形形 (ping2-ping2-xing2-ping2-xing2-xing2)
Initial,ch-q,吃,chi1,84,期,qi1,33,Hard,Alternating: 吃吃期吃期期 (chi1-chi1-qi1-chi1-qi1-qi1)
Initial,ch-sh,吃,chi1,84,失,shi1,33,Hard,Alternating: 吃吃失吃失失 (chi1-chi1-shi1-chi1-shi1-shi1)
Initial,ch-y,吃,chi1,84,衣,yi1,33,Hard,Alternating: 吃吃衣吃衣衣 (chi1-chi1-yi1-chi1-yi1-yi1)
Initial,j-x,激,ji1,17,西,xi1,100,Hard,Alternating: 激激西激西西 (ji1-ji1-xi1-ji1-xi1-xi1)
Initial,c-l,次,ci4,76,厉,li4,41,Hard,Alternating: 次次厉次厉厉 (ci4-ci4-li4-ci4-li4-li4)
Initial,f-zh,付,fu4,7,住,zhu4,110,Hard,Alternating: 付付住付住住 (fu4-fu4-zhu4-fu4-zhu4-zhu4)
Initial,y-zh,育,yu4,7,住,zhu4,110,Hard,Alternating: 育育住育住住 (yu4-yu4-zhu4-yu4-zhu4-zhu4)
Initial,b-sh,比,bi3,113,史,shi3,4,Hard,Alternating: 比比史比史史 (bi3-bi3-shi3-bi3-shi3-shi3)
Initial,c-t,才,cai2,81,台,tai2,36,Hard,Alternating: 才才台才台台 (cai2-cai2-tai2-cai2-tai2-tai2)
Initial,h-z,霍,huo4,56,坐,zuo4,61,Hard,Alternating: 霍霍坐霍坐坐 (huo4-huo4-zuo4-huo4-zuo4-zuo4)
Initial,h-z,惑,huo4,2,做,zuo4,115,Hard,Alternating: 惑惑做惑做做 (huo4-huo4-zuo4-huo4-zuo4-zuo4)
Initial,h-z,祸,huo4,2,做,zuo4,115,Hard,Alternating: 祸祸做祸做做 (huo4-huo4-zuo4-huo4-zuo4-zuo4)
Initial,l-z,摞,luo4,2,做,zuo4,115,Hard,Alternating: 摞摞做摞做做 (luo4-luo4-zuo4-luo4-zuo4-zuo4)
Initial,b-g,板,ban3,44,感,gan3,73,Hard,Alternating: 板板感板感感 (ban3-ban3-gan3-ban3-gan3-gan3)
Initial,t-x,眺,tiao4,1,笑,xiao4,116,Hard,Alternating: 眺眺笑眺笑笑 (tiao4-tiao4-xiao4-tiao4-xiao4-xiao4)
Initial,l-sh,立,li4,15,室,shi4,101,Hard,Alternating: 立立室立室室 (li4-li4-shi4-li4-shi4-shi4)
Initial,j-zh,具,ju4,6,住,zhu4,110,Hard,Alternating: 具具住具住住 (ju4-ju4-zhu4-ju4-zhu4-zhu4)
Initial,j-zh,据,ju4,6,住,zhu4,110,Hard,Alternating: 据据住据住住 (ju4-ju4-zhu4-ju4-zhu4-zhu4)
Initial,k-zh,库,ku4,6,住,zhu4,110,Hard,Alternating: 库库住库住住 (ku4-ku4-zhu4-ku4-zhu4-zhu4)
Initial,y-zh,遇,yu4,6,住,zhu4,110,Hard,Alternating: 遇遇住遇住住 (yu4-yu4-zhu4-yu4-zhu4-zhu4)
Initial,k-sh,口,kou3,113,首,shou3,3,Hard,Alternating: 口口首口首首 (kou3-kou3-shou3-kou3-shou3-shou3)
Initial,b-ch,比,bi3,113,齿,chi3,3,Hard,Alternating: 比比齿比齿齿 (bi3-bi3-chi3-bi3-chi3-chi3)
Initial,b-z,比,bi3,113,紫,zi3,3,Hard,Alternating: 比比紫比紫紫 (bi3-bi3-zi3-bi3-zi3-zi3)
Initial,c-t,才,cai2,81,抬,tai2,35,Hard,Alternating: 才才抬才抬抬 (cai2-cai2-tai2-cai2-tai2-tai2)
Initial,g-zh,告,gao4,104,照,zhao4,12,Hard,Alternating: 告告照告照照 (gao4-gao4-zhao4-gao4-zhao4-zhao4)
Initial,h-z,或,huo4,1,做,zuo4,115,Hard,Alternating: 或或做或做做 (huo4-huo4-zuo4-huo4-zuo4-zuo4)
Initial,k-z,廓,kuo4,1,做,zuo4,115,Hard,Alternating: 廓廓做廓做做 (kuo4-kuo4-zuo4-kuo4-zuo4-zuo4)
Initial,n-z,诺,nuo4,1,做,zuo4,115,Hard,Alternating: 诺诺做诺做做 (nuo4-nuo4-zuo4-nuo4-zuo4-zuo4)
Initial,sh-z,硕,shuo4,1,做,zuo4,115,Hard,Alternating: 硕硕做硕做做 (shuo4-shuo4-zuo4-shuo4-zuo4-zuo4)
Initial,f-g,吩,fen1,1,跟,gen1,115,Hard,Alternating: 吩吩跟吩跟跟 (fen1-fen1-gen1-fen1-gen1-gen1)
Initial,f-g,氛,fen1,1,跟,gen1,115,Hard,Alternating: 氛氛跟氛跟跟 (fen1-fen1-gen1-fen1-gen1-gen1)
Initial,f-g,纷,fen1,1,跟,gen1,115,Hard,Alternating: 纷纷跟纷跟跟 (fen1-fen1-gen1-fen1-gen1-gen1)
Initial,q-zh,其,qi2,43,直,zhi2,73,Hard,Alternating: 其其直其直直 (qi2-qi2-zhi2-qi2-zhi2-zhi2)
Initial,l-zh,啷,lang1,5,张,zhang1,111,Hard,Alternating: 啷啷张啷张张 (lang1-lang1-zhang1-lang1-zhang1-zhang1)
Initial,f-s,翻,fan1,13,三,san1,103,Hard,Alternating: 翻翻三翻三三 (fan1-fan1-san1-fan1-san1-san1)
Initial,w-zh,问,wen4,87,阵,zhen4,29,Hard,Alternating: 问问阵问阵阵 (wen4-wen4-zhen4-wen4-zhen4-zhen4)
Initial,j-z,记,ji4,43,字,zi4,72,Hard,Alternating: 记记字记字字 (ji4-ji4-zi4-ji4-zi4-zi4)
Initial,sh-x,室,shi4,101,系,xi4,14,Hard,Alternating: 室室系室系系 (shi4-shi4-xi4-shi4-xi4-xi4)
Initial,sh-z,士,shi4,43,字,zi4,72,Hard,Alternating: 士士字士字字 (shi4-shi4-zi4-shi4-zi4-zi4)
Initial,f-zh,妇,fu4,5,住,zhu4,110,Hard,Alternating: 妇妇住妇住住 (fu4-fu4-zhu4-fu4-zhu4-zhu4)
Initial,s-zh,肃,su4,5,住,zhu4,110,Hard,Alternating: 肃肃住肃住住 (su4-su4-zhu4-su4-zhu4-zhu4)
Initial,m-t,麦,mai4,24,太,tai4,91,Hard,Alternating: 麦麦太麦太太 (mai4-mai4-tai4-mai4-tai4-tai4)
Initial,∅-t,恶,e4,24,特,te4,91,Hard,Alternating: 恶恶特恶特特 (e4-e4-te4-e4-te4-te4)
Initial,ch-k,丑,chou3,2,口,kou3,113,Hard,Alternating: 丑丑口丑口口 (chou3-chou3-kou3-chou3-kou3-kou3)
Initial,f-k,否,fou3,2,口,kou3,113,Hard,Alternating: 否否口否口口 (fou3-fou3-kou3-fou3-kou3-kou3)
Initial,b-g,报,bao4,11,告,gao4,104,Hard,Alternating: 报报告报告告 (bao4-bao4-gao4-bao4-gao4-gao4)
Initial,h-z,霍,huo4,56,作,zuo4,59,Hard,Alternating: 霍霍作霍作作 (huo4-huo4-zuo4-huo4-zuo4-zuo4)
Initial,j-p,件,jian4,65,片,pian4,50,Hard,Alternating: 件件片件片片 (jian4-jian4-pian4-jian4-pian4-pian4)
Initial,j-x,击,ji1,14,西,xi1,100,Hard,Alternating: 击击西击西西 (ji1-ji1-xi1-ji1-xi1-xi1)
Initial,sh-zh,室,shi4,101,制,zhi4,13,Hard,Alternating: 室室制室制制 (shi4-shi4-zhi4-shi4-zhi4-zhi4)
Initial,sh-zh,室,shi4,101,置,zhi4,13,Hard,Alternating: 室室置室置置 (shi4-shi4-zhi4-shi4-zhi4-zhi4)
Initial,l-s,路,lu4,20,诉,su4,94,Hard,Alternating: 路路诉路诉诉 (lu4-lu4-su4-lu4-su4-su4)
Initial,x-zh,绪,xu4,4,住,zhu4,110,Hard,Alternating: 绪绪住绪住住 (xu4-xu4-zhu4-xu4-zhu4-zhu4)
Initial,y-zh,预,yu4,4,住,zhu4,110,Hard,Alternating: 预预住预住住 (yu4-yu4-zhu4-yu4-zhu4-zhu4)
Initial,∅-k,偶,ou3,1,口,kou3,113,Hard,Alternating: 偶偶口偶口口 (ou3-ou3-kou3-ou3-kou3-kou3)
Initial,ch-k,瞅,chou3,1,口,kou3,113,Hard,Alternating: 瞅瞅口瞅口口 (chou3-chou3-kou3-chou3-kou3-kou3)
Initial,k-zh,口,kou3,113,肘,zhou3,1,Hard,Alternating: 口口肘口肘肘 (kou3-kou3-zhou3-kou3-zhou3-zhou3)
Initial,b-l,比,bi3,113,李,li3,1,Hard,Alternating: 比比李比李李 (bi3-bi3-li3-bi3-li3-li3)
Initial,b-m,比,bi3,113,米,mi3,1,Hard,Alternating: 比比米比米米 (bi3-bi3-mi3-bi3-mi3-mi3)
Initial,∅-zh,暗,an4,15,站,zhan4,99,Hard,Alternating: 暗暗站暗站站 (an4-an4-zhan4-an4-zhan4-zhan4)
Initial,f-w,夫,fu1,54,巫,wu1,60,Hard,Alternating: 夫夫巫夫巫巫 (fu1-fu1-wu1-fu1-wu1-wu1)
Initial,s-zh,扫,sao3,52,找,zhao3,62,Hard,Alternating: 扫扫找扫找找 (sao3-sao3-zhao3-sao3-zhao3-zhao3)
Initial,j-zh,级,ji2,41,直,zhi2,73,Hard,Alternating: 级级直级直直 (ji2-ji2-zhi2-ji2-zhi2-zhi2)
Initial,r-zh,嚷,rang3,3,长,zhang3,111,Hard,Alternating: 嚷嚷长嚷长长 (rang3-rang3-zhang3-rang3-zhang3-zhang3)
Initial,b-s,斑,ban1,11,三,san1,103,Hard,Alternating: 斑斑三斑三三 (ban1-ban1-san1-ban1-san1-san1)
Initial,j-x,禁,jin4,16,信,xin4,98,Hard,Alternating: 禁禁信禁信信 (jin4-jin4-xin4-jin4-xin4-xin4)
Initial,r-w,任,ren4,27,问,wen4,87,Hard,Alternating: 任任问任问问 (ren4-ren4-wen4-ren4-wen4-wen4)
Initial,ch-t,吃,chi1,84,梯,ti1,29,Hard,Alternating: 吃吃梯吃梯梯 (chi1-chi1-ti1-chi1-ti1-ti1)
Initial,x-z,西,xi1,100,兹,zi1,13,Hard,Alternating: 西西兹西兹兹 (xi1-xi1-zi1-xi1-zi1-zi1)
Initial,x-zh,西,xi1,100,支,zhi1,13,Hard,Alternating: 西西支西支支 (xi1-xi1-zhi1-xi1-zhi1-zhi1)
Initial,c-s,次,ci4,76,四,si4,37,Hard,Alternating: 次次四次四四 (ci4-ci4-si4-ci4-si4-si4)
Initial,l-z,厉,li4,41,字,zi4,72,Hard,Alternating: 厉厉字厉字字 (li4-li4-zi4-li4-zi4-zi4)
Initial,f-s,副,fu4,19,诉,su4,94,Hard,Alternating: 副副诉副诉诉 (fu4-fu4-su4-fu4-su4-su4)
Initial,g-zh,固,gu4,3,住,zhu4,110,Hard,Alternating: 固固住固住住 (gu4-gu4-zhu4-gu4-zhu4-zhu4)
Initial,h-s,护,hu4,19,诉,su4,94,Hard,Alternating: 护护诉护诉诉 (hu4-hu4-su4-hu4-su4-su4)
Initial,j-zh,惧,ju4,3,住,zhu4,110,Hard,Alternating: 惧惧住惧住住 (ju4-ju4-zhu4-ju4-zhu4-zhu4)
Initial,k-zh,酷,ku4,3,住,zhu4,110,Hard,Alternating: 酷酷住酷住住 (ku4-ku4-zhu4-ku4-zhu4-zhu4)
Initial,m-zh,墓,mu4,3,住,zhu4,110,Hard,Alternating: 墓墓住墓住住 (mu4-mu4-zhu4-mu4-zhu4-zhu4)
Initial,p-zh,铺,pu4,3,住,zhu4,110,Hard,Alternating: 铺铺住铺住住 (pu4-pu4-zhu4-pu4-zhu4-zhu4)
Initial,y-zh,豫,yu4,3,住,zhu4,110,Hard,Alternating: 豫豫住豫住住 (yu4-yu4-zhu4-yu4-zhu4-zhu4)
Initial,k-s,刻,ke4,29,色,se4,84,Hard,Alternating: 刻刻色刻色色 (ke4-ke4-se4-ke4-se4-se4)
Initial,x-y,喜,xi3,38,已,yi3,75,Hard,Alternating: 喜喜已喜已已 (xi3-xi3-yi3-xi3-yi3-yi3)
Initial,ch-m,晨,chen2,6,门,men2,107,Hard,Alternating: 晨晨门晨门门 (chen2-chen2-men2-chen2-men2-men2)
Initial,b-g,爆,bao4,9,告,gao4,104,Hard,Alternating: 爆爆告爆告告 (bao4-bao4-gao4-bao4-gao4-gao4)
Initial,sh-t,书,shu1,44,突,tu1,69,Hard,Alternating: 书书突书突突 (shu1-shu1-tu1-shu1-tu1-tu1)
Initial,l-n,老,lao3,46,脑,nao3,67,Hard,Alternating: 老老脑老脑脑 (lao3-lao3-nao3-lao3-nao3-nao3)
Initial,g-sh,敢,gan3,57,闪,shan3,56,Hard,Alternating: 敢敢闪敢闪闪 (gan3-gan3-shan3-gan3-shan3-shan3)
Initial,f-g,方,fang1,60,刚,gang1,53,Hard,Alternating: 方方刚方刚刚 (fang1-fang1-gang1-fang1-gang1-gang1)
Initial,sh-zh,商,shang1,2,张,zhang1,111,Hard,Alternating: 商商张商张张 (shang1-shang1-zhang1-shang1-zhang1-zhang1)
Initial,y-zh,央,yang1,2,张,zhang1,111,Hard,Alternating: 央央张央张张 (yang1-yang1-zhang1-yang1-zhang1-zhang1)
Initial,c-s,餐,can1,10,三,san1,103,Hard,Alternating: 餐餐三餐三三 (can1-can1-san1-can1-san1-san1)
Initial,b-f,杯,bei1,39,飞,fei1,74,Hard,Alternating: 杯杯飞杯飞飞 (bei1-bei1-fei1-bei1-fei1-fei1)
Initial,ch-p,常,chang2,76,旁,pang2,37,Hard,Alternating: 常常旁常旁旁 (chang2-chang2-pang2-chang2-pang2-pang2)
Initial,s-x,丝,si1,12,西,xi1,100,Hard,Alternating: 丝丝西丝西西 (si1-si1-xi1-si1-xi1-xi1)
Initial,sh-x,师,shi1,77,息,xi1,35,Hard,Alternating: 师师息师息息 (shi1-shi1-xi1-shi1-xi1-xi1)
Initial,f-zh,覆,fu4,2,住,zhu4,110,Hard,Alternating: 覆覆住覆住住 (fu4-fu4-zhu4-fu4-zhu4-zhu4)
Initial,f-zh,附,fu4,2,住,zhu4,110,Hard,Alternating: 附附住附住住 (fu4-fu4-zhu4-fu4-zhu4-zhu4)
Initial,l-zh,鹿,lu4,2,住,zhu4,110,Hard,Alternating: 鹿鹿住鹿住住 (lu4-lu4-zhu4-lu4-zhu4-zhu4)
Initial,m-zh,幕,mu4,2,住,zhu4,110,Hard,Alternating: 幕幕住幕住住 (mu4-mu4-zhu4-mu4-zhu4-zhu4)
Initial,sh-zh,恕,shu4,2,住,zhu4,110,Hard,Alternating: 恕恕住恕住住 (shu4-shu4-zhu4-shu4-zhu4-zhu4)
Initial,y-zh,欲,yu4,2,住,zhu4,110,Hard,Alternating: 欲欲住欲住住 (yu4-yu4-zhu4-yu4-zhu4-zhu4)
Initial,g-t,概,gai4,21,太,tai4,91,Hard,Alternating: 概概太概太太 (gai4-gai4-tai4-gai4-tai4-tai4)
Initial,h-z,害,hai4,34,再,zai4,78,Hard,Alternating: 害害再害再再 (hai4-hai4-zai4-hai4-zai4-zai4)
Initial,∅-k,恶,e4,24,课,ke4,88,Hard,Alternating: 恶恶课恶课课 (e4-e4-ke4-e4-ke4-ke4)
Initial,t-y,特,te4,91,夜,ye4,21,Hard,Alternating: 特特夜特夜夜 (te4-te4-ye4-te4-ye4-ye4)
Initial,m-w,门,men2,107,闻,wen2,5,Hard,Alternating: 门门闻门闻闻 (men2-men2-wen2-men2-wen2-wen2)
Initial,∅-zh,肮,ang1,1,张,zhang1,111,Hard,Alternating: 肮肮张肮张张 (ang1-ang1-zhang1-ang1-zhang1-zhang1)
Initial,b-zh,邦,bang1,1,张,zhang1,111,Hard,Alternating: 邦邦张邦张张 (bang1-bang1-zhang1-bang1-zhang1-zhang1)
Initial,k-zh,康,kang1,1,张,zhang1,111,Hard,Alternating: 康康张康张张 (kang1-kang1-zhang1-kang1-zhang1-zhang1)
Initial,t-zh,汤,tang1,1,张,zhang1,111,Hard,Alternating: 汤汤张汤张张 (tang1-tang1-zhang1-tang1-zhang1-zhang1)
Initial,w-zh,汪,wang1,1,张,zhang1,111,Hard,Alternating: 汪汪张汪张张 (wang1-wang1-zhang1-wang1-zhang1-zhang1)
Initial,b-zh,绑,bang3,1,长,zhang3,111,Hard,Alternating: 绑绑长绑长长 (bang3-bang3-zhang3-bang3-zhang3-zhang3)
Initial,y-zh,仰,yang3,1,长,zhang3,111,Hard,Alternating: 仰仰长仰长长 (yang3-yang3-zhang3-yang3-zhang3-zhang3)
Initial,z-zh,总,zong3,28,种,zhong3,84,Hard,Alternating: 总总种总种种 (zong3-zong3-zhong3-zong3-zhong3-zhong3)
Initial,ch-n,吃,chi1,84,妮,ni1,27,Hard,Alternating: 吃吃妮吃妮妮 (chi1-chi1-ni1-chi1-ni1-ni1)
Initial,m-x,眯,mi1,11,西,xi1,100,Hard,Alternating: 眯眯西眯西西 (mi1-mi1-xi1-mi1-xi1-xi1)
Initial,q-x,漆,qi1,11,西,xi1,100,Hard,Alternating: 漆漆西漆西西 (qi1-qi1-xi1-qi1-xi1-xi1)
Initial,sh-x,施,shi1,11,西,xi1,100,Hard,Alternating: 施施西施西西 (shi1-shi1-xi1-shi1-xi1-xi1)
Initial,b-sh,壁,bi4,10,室,shi4,101,Hard,Alternating: 壁壁室壁室室 (bi4-bi4-shi4-bi4-shi4-shi4)
Initial,j-sh,纪,ji4,10,室,shi4,101,Hard,Alternating: 纪纪室纪室室 (ji4-ji4-shi4-ji4-shi4-shi4)
Initial,b-zh,怖,bu4,1,住,zhu4,110,Hard,Alternating: 怖怖住怖住住 (bu4-bu4-zhu4-bu4-zhu4-zhu4)
Initial,f-zh,咐,fu4,1,住,zhu4,110,Hard,Alternating: 咐咐住咐住住 (fu4-fu4-zhu4-fu4-zhu4-zhu4)
Initial,h-zh,互,hu4,1,住,zhu4,110,Hard,Alternating: 互互住互住住 (hu4-hu4-zhu4-hu4-zhu4-zhu4)
Initial,j-zh,俱,ju4,1,住,zhu4,110,Hard,Alternating: 俱俱住俱住住 (ju4-ju4-zhu4-ju4-zhu4-zhu4)
Initial,j-zh,聚,ju4,1,住,zhu4,110,Hard,Alternating: 聚聚住聚住住 (ju4-ju4-zhu4-ju4-zhu4-zhu4)
Initial,j-zh,距,ju4,1,住,zhu4,110,Hard,Alternating: 距距住距住住 (ju4-ju4-zhu4-ju4-zhu4-zhu4)
Initial,k-zh,裤,ku4,1,住,zhu4,110,Hard,Alternating: 裤裤住裤住住 (ku4-ku4-zhu4-ku4-zhu4-zhu4)
Initial,l-zh,录,lu4,1,住,zhu4,110,Hard,Alternating: 录录住录住住 (lu4-lu4-zhu4-lu4-zhu4-zhu4)
Initial,l-zh,漉,lu4,1,住,zhu4,110,Hard,Alternating: 漉漉住漉住住 (lu4-lu4-zhu4-lu4-zhu4-zhu4)
Initial,m-zh,慕,mu4,1,住,zhu4,110,Hard,Alternating: 慕慕住慕住住 (mu4-mu4-zhu4-mu4-zhu4-zhu4)
Initial,s-zh,塑,su4,1,住,zhu4,110,Hard,Alternating: 塑塑住塑住住 (su4-su4-zhu4-su4-zhu4-zhu4)
Initial,w-zh,误,wu4,1,住,zhu4,110,Hard,Alternating: 误误住误住住 (wu4-wu4-zhu4-wu4-zhu4-zhu4)
Initial,y-zh,狱,yu4,1,住,zhu4,110,Hard,Alternating: 狱狱住狱住住 (yu4-yu4-zhu4-yu4-zhu4-zhu4)
Initial,y-zh,誉,yu4,1,住,zhu4,110,Hard,Alternating: 誉誉住誉住住 (yu4-yu4-zhu4-yu4-zhu4-zhu4)
Initial,sh-t,摄,she4,20,特,te4,91,Hard,Alternating: 摄摄特摄特特 (she4-she4-te4-she4-te4-te4)
Initial,h-m,痕,hen2,4,门,men2,107,Hard,Alternating: 痕痕门痕门门 (hen2-hen2-men2-hen2-men2-men2)
Initial,g-y,告,gao4,104,耀,yao4,7,Hard,Alternating: 告告耀告耀耀 (gao4-gao4-yao4-gao4-yao4-yao4)
Initial,g-m,感,gan3,73,满,man3,38,Hard,Alternating: 感感满感满满 (gan3-gan3-man3-gan3-man3-man3)
Initial,sh-zh,伸,shen1,21,真,zhen1,90,Hard,Alternating: 伸伸真伸真真 (shen1-shen1-zhen1-shen1-zhen1-zhen1)
Initial,sh-zh,授,shou4,87,咒,zhou4,24,Hard,Alternating: 授授咒授咒咒 (shou4-shou4-zhou4-shou4-zhou4-zhou4)
Initial,b-s,般,ban1,8,三,san1,103,Hard,Alternating: 般般三般三三 (ban1-ban1-san1-ban1-san1-san1)
Initial,q-sh,期,qi1,33,师,shi1,77,Hard,Alternating: 期期师期师师 (qi1-qi1-shi1-qi1-shi1-shi1)
Initial,s-x,嘶,si1,10,西,xi1,100,Hard,Alternating: 嘶嘶西嘶西西 (si1-si1-xi1-si1-xi1-xi1)
Initial,sh-y,师,shi1,77,衣,yi1,33,Hard,Alternating: 师师衣师衣衣 (shi1-shi1-yi1-shi1-yi1-yi1)
Initial,x-y,西,xi1,100,医,yi1,10,Hard,Alternating: 西西医西医医 (xi1-xi1-yi1-xi1-yi1-yi1)
Initial,c-sh,次,ci4,76,视,shi4,34,Hard,Alternating: 次次视次视视 (ci4-ci4-shi4-ci4-shi4-shi4)
Initial,q-sh,汽,qi4,9,室,shi4,101,Hard,Alternating: 汽汽室汽室室 (qi4-qi4-shi4-qi4-shi4-shi4)
Initial,l-s,露,lu4,16,诉,su4,94,Hard,Alternating: 露露诉露诉诉 (lu4-lu4-su4-lu4-su4-su4)
Initial,ch-m,尘,chen2,3,门,men2,107,Hard,Alternating: 尘尘门尘门门 (chen2-chen2-men2-chen2-men2-men2)
Initial,m-p,门,men2,107,盆,pen2,3,Hard,Alternating: 门门盆门盆盆 (men2-men2-pen2-men2-pen2-pen2)
Initial,g-t,告,gao4,104,套,tao4,6,Hard,Alternating: 告告套告套套 (gao4-gao4-tao4-gao4-tao4-tao4)
Initial,g-y,告,gao4,104,钥,yao4,6,Hard,Alternating: 告告钥告钥钥 (gao4-gao4-yao4-gao4-yao4-yao4)
Initial,b-g,办,ban4,54,干,gan4,56,Hard,Alternating: 办办干办干干 (ban4-ban4-gan4-ban4-gan4-gan4)
Initial,l-zh,滥,lan4,11,站,zhan4,99,Hard,Alternating: 滥滥站滥站站 (lan4-lan4-zhan4-lan4-zhan4-zhan4)
Initial,y-zh,厌,yan4,11,站,zhan4,99,Hard,Alternating: 厌厌站厌站站 (yan4-yan4-zhan4-yan4-zhan4-zhan4)
Initial,h-x,乎,hu1,74,需,xu1,36,Hard,Alternating: 乎乎需乎需需 (hu1-hu1-xu1-hu1-xu1-xu1)
Initial,c-y,茨,ci2,50,姨,yi2,60,Hard,Alternating: 茨茨姨茨姨姨 (ci2-ci2-yi2-ci2-yi2-yi2)
Initial,j-y,经,jing1,84,英,ying1,26,Hard,Alternating: 经经英经英英 (jing1-jing1-ying1-jing1-ying1-ying1)
Initial,l-n,连,lian2,19,年,nian2,91,Hard,Alternating: 连连年连年年 (lian2-lian2-nian2-lian2-nian2-nian2)
Initial,s-zh,松,song1,17,中,zhong1,93,Hard,Alternating: 松松中松中中 (song1-song1-zhong1-song1-zhong1-zhong1)
Initial,h-w,黑,hei1,91,危,wei1,19,Hard,Alternating: 黑黑危黑危危 (hei1-hei1-wei1-hei1-wei1-wei1)
Initial,s-x,思,si1,60,希,xi1,49,Hard,Alternating: 思思希思希希 (si1-si1-xi1-si1-xi1-xi1)
Initial,j-sh,寂,ji4,8,室,shi4,101,Hard,Alternating: 寂寂室寂室室 (ji4-ji4-shi4-ji4-shi4-shi4)
Initial,j-sh,际,ji4,8,室,shi4,101,Hard,Alternating: 际际室际室室 (ji4-ji4-shi4-ji4-shi4-shi4)
Initial,l-sh,力,li4,54,似,shi4,55,Hard,Alternating: 力力似力似似 (li4-li4-shi4-li4-shi4-shi4)
Initial,l-sh,丽,li4,8,室,shi4,101,Hard,Alternating: 丽丽室丽室室 (li4-li4-shi4-li4-shi4-shi4)
Initial,s-z,四,si4,37,字,zi4,72,Hard,Alternating: 四四字四字字 (si4-si4-zi4-si4-zi4-zi4)
Initial,sh-y,室,shi4,101,议,yi4,8,Hard,Alternating: 室室议室议议 (shi4-shi4-yi4-shi4-yi4-yi4)
Initial,sh-zh,室,shi4,101,至,zhi4,8,Hard,Alternating: 室室至室至至 (shi4-shi4-zhi4-shi4-zhi4-zhi4)
Initial,m-zh,目,mu4,69,注,zhu4,40,Hard,Alternating: 目目注目注注 (mu4-mu4-zhu4-mu4-zhu4-zhu4)
